year,era,round,race_name,team,driver,teammate,pair,pit_duration_s,lap_number
2024,2022-2024,16,Italian Grand Prix,Aston Martin,ALO,STR,ALO-STR,24.875,12.0
2024,2022-2024,16,Italian Grand Prix,Aston Martin,ALO,STR,ALO-STR,24.561,35.0
2024,2022-2024,16,Italian Grand Prix,Aston Martin,STR,ALO,ALO-STR,25.055,19.0
2024,2022-2024,16,Italian Grand Prix,Aston Martin,STR,ALO,ALO-STR,24.3,36.0
2024,2022-2024,16,Italian Grand Prix,Aston Martin,STR,ALO,ALO-STR,25.232,50.0
2024,2022-2024,16,Italian Grand Prix,Ferrari,LEC,SAI,LEC-SAI,24.419,15.0
2024,2022-2024,16,Italian Grand Prix,Ferrari,SAI,LEC,LEC-SAI,24.316,19.0
2024,2022-2024,16,Italian Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,38.845,5.0
2024,2022-2024,16,Italian Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,36.564,32.0
2024,2022-2024,16,Italian Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,25.669,14.0
2024,2022-2024,16,Italian Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,24.475,33.0
2024,2022-2024,16,Italian Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,27.245,15.0
2024,2022-2024,16,Italian Grand Prix,McLaren,NOR,PIA,NOR-PIA,24.172,14.0
2024,2022-2024,16,Italian Grand Prix,McLaren,NOR,PIA,NOR-PIA,24.864,32.0
2024,2022-2024,16,Italian Grand Prix,McLaren,PIA,NOR,NOR-PIA,23.763,16.0
2024,2022-2024,16,Italian Grand Prix,McLaren,PIA,NOR,NOR-PIA,24.777,38.0
2024,2022-2024,16,Italian Grand Prix,Mercedes,HAM,RUS,HAM-RUS,24.789,15.0
2024,2022-2024,16,Italian Grand Prix,Mercedes,HAM,RUS,HAM-RUS,24.154,37.0
2024,2022-2024,16,Italian Grand Prix,Mercedes,RUS,HAM,HAM-RUS,32.727,11.0
2024,2022-2024,16,Italian Grand Prix,Mercedes,RUS,HAM,HAM-RUS,26.309,33.0
2024,2022-2024,16,Italian Grand Prix,RB,RIC,TSU,RIC-TSU,30.393,11.0
2024,2022-2024,16,Italian Grand Prix,Red Bull Racing,PER,VER,PER-VER,24.602,23.0
2024,2022-2024,16,Italian Grand Prix,Red Bull Racing,PER,VER,PER-VER,24.009,35.0
2024,2022-2024,16,Italian Grand Prix,Red Bull Racing,VER,PER,PER-VER,28.085,22.0
2024,2022-2024,16,Italian Grand Prix,Red Bull Racing,VER,PER,PER-VER,23.951999999999998,41.0
2024,2022-2024,16,Italian Grand Prix,Williams,ALB,COL,ALB-COL,24.8,17.0
2024,2022-2024,16,Italian Grand Prix,Williams,COL,ALB,ALB-COL,25.187,16.0
2024,2022-2024,17,Azerbaijan Grand Prix,Alpine,GAS,OCO,GAS-OCO,20.213,50.0
2024,2022-2024,17,Azerbaijan Grand Prix,Alpine,OCO,GAS,GAS-OCO,20.62,49.0
2024,2022-2024,17,Azerbaijan Grand Prix,Aston Martin,ALO,STR,ALO-STR,20.117,11.0
2024,2022-2024,17,Azerbaijan Grand Prix,Aston Martin,STR,ALO,ALO-STR,21.19,1.0
2024,2022-2024,17,Azerbaijan Grand Prix,Aston Martin,STR,ALO,ALO-STR,20.157,22.0
2024,2022-2024,17,Azerbaijan Grand Prix,Ferrari,LEC,SAI,LEC-SAI,20.867,16.0
2024,2022-2024,17,Azerbaijan Grand Prix,Ferrari,SAI,LEC,LEC-SAI,21.578,17.0
2024,2022-2024,17,Azerbaijan Grand Prix,Haas F1 Team,BEA,HUL,BEA-HUL,21.099,14.0
2024,2022-2024,17,Azerbaijan Grand Prix,Haas F1 Team,HUL,BEA,BEA-HUL,21.649,15.0
2024,2022-2024,17,Azerbaijan Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,20.082,11.0
2024,2022-2024,17,Azerbaijan Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,20.46,34.0
2024,2022-2024,17,Azerbaijan Grand Prix,McLaren,NOR,PIA,NOR-PIA,19.535,37.0
2024,2022-2024,17,Azerbaijan Grand Prix,McLaren,PIA,NOR,NOR-PIA,20.176,15.0
2024,2022-2024,17,Azerbaijan Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.302,12.0
2024,2022-2024,17,Azerbaijan Grand Prix,Mercedes,RUS,HAM,HAM-RUS,20.085,12.0
2024,2022-2024,17,Azerbaijan Grand Prix,RB,RIC,TSU,RIC-TSU,22.06,49.0
2024,2022-2024,17,Azerbaijan Grand Prix,RB,TSU,RIC,RIC-TSU,20.969,12.0
2024,2022-2024,17,Azerbaijan Grand Prix,Red Bull Racing,PER,VER,PER-VER,20.496,13.0
2024,2022-2024,17,Azerbaijan Grand Prix,Red Bull Racing,VER,PER,PER-VER,21.047,12.0
2024,2022-2024,17,Azerbaijan Grand Prix,Red Bull Racing,VER,PER,PER-VER,20.665,49.0
2024,2022-2024,17,Azerbaijan Grand Prix,Williams,ALB,COL,ALB-COL,20.333,31.0
2024,2022-2024,17,Azerbaijan Grand Prix,Williams,COL,ALB,ALB-COL,20.495,10.0
2024,2022-2024,18,Singapore Grand Prix,Alpine,GAS,OCO,GAS-OCO,31.669,37.0
2024,2022-2024,18,Singapore Grand Prix,Alpine,OCO,GAS,GAS-OCO,29.677,29.0
2024,2022-2024,18,Singapore Grand Prix,Aston Martin,ALO,STR,ALO-STR,29.682,25.0
2024,2022-2024,18,Singapore Grand Prix,Aston Martin,STR,ALO,ALO-STR,29.729,26.0
2024,2022-2024,18,Singapore Grand Prix,Ferrari,LEC,SAI,LEC-SAI,29.115,36.0
2024,2022-2024,18,Singapore Grand Prix,Ferrari,SAI,LEC,LEC-SAI,29.389,13.0
2024,2022-2024,18,Singapore Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,29.661,29.0
2024,2022-2024,18,Singapore Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,29.532,28.0
2024,2022-2024,18,Singapore Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,31.156,49.0
2024,2022-2024,18,Singapore Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,30.611,33.0
2024,2022-2024,18,Singapore Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,29.552,34.0
2024,2022-2024,18,Singapore Grand Prix,McLaren,NOR,PIA,NOR-PIA,28.984,30.0
2024,2022-2024,18,Singapore Grand Prix,McLaren,PIA,NOR,NOR-PIA,29.1,38.0
2024,2022-2024,18,Singapore Grand Prix,Mercedes,HAM,RUS,HAM-RUS,29.278,17.0
2024,2022-2024,18,Singapore Grand Prix,Mercedes,RUS,HAM,HAM-RUS,28.713,27.0
2024,2022-2024,18,Singapore Grand Prix,RB,RIC,TSU,RIC-TSU,30.365,10.0
2024,2022-2024,18,Singapore Grand Prix,RB,RIC,TSU,RIC-TSU,29.168,46.0
2024,2022-2024,18,Singapore Grand Prix,RB,RIC,TSU,RIC-TSU,29.675,58.0
2024,2022-2024,18,Singapore Grand Prix,RB,TSU,RIC,RIC-TSU,29.8,33.0
2024,2022-2024,18,Singapore Grand Prix,Red Bull Racing,PER,VER,PER-VER,29.077,28.0
2024,2022-2024,18,Singapore Grand Prix,Red Bull Racing,VER,PER,PER-VER,29.681,29.0
2024,2022-2024,18,Singapore Grand Prix,Williams,ALB,COL,ALB-COL,29.116,11.0
2024,2022-2024,18,Singapore Grand Prix,Williams,COL,ALB,ALB-COL,29.954,29.0
2024,2022-2024,19,United States Grand Prix,Alpine,GAS,OCO,GAS-OCO,28.191,18.0
2024,2022-2024,19,United States Grand Prix,Alpine,OCO,GAS,GAS-OCO,24.078,31.0
2024,2022-2024,19,United States Grand Prix,Alpine,OCO,GAS,GAS-OCO,26.188,51.0
2024,2022-2024,19,United States Grand Prix,Aston Martin,ALO,STR,ALO-STR,24.327,26.0
2024,2022-2024,19,United States Grand Prix,Aston Martin,STR,ALO,ALO-STR,26.493,27.0
2024,2022-2024,19,United States Grand Prix,Ferrari,LEC,SAI,LEC-SAI,23.87,26.0
2024,2022-2024,19,United States Grand Prix,Ferrari,SAI,LEC,LEC-SAI,24.023,21.0
2024,2022-2024,19,United States Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,24.218,27.0
2024,2022-2024,19,United States Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,24.034,17.0
2024,2022-2024,19,United States Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,24.01,38.0
2024,2022-2024,19,United States Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,24.462,15.0
2024,2022-2024,19,United States Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,24.398,13.0
2024,2022-2024,19,United States Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,24.911,35.0
2024,2022-2024,19,United States Grand Prix,McLaren,NOR,PIA,NOR-PIA,23.805,31.0
2024,2022-2024,19,United States Grand Prix,McLaren,PIA,NOR,NOR-PIA,24.194,32.0
2024,2022-2024,19,United States Grand Prix,RB,LAW,TSU,LAW-TSU,23.977,36.0
2024,2022-2024,19,United States Grand Prix,RB,TSU,LAW,LAW-TSU,24.39,18.0
2024,2022-2024,19,United States Grand Prix,Red Bull Racing,PER,VER,PER-VER,23.617,26.0
2024,2022-2024,19,United States Grand Prix,Red Bull Racing,VER,PER,PER-VER,24.392,25.0
2024,2022-2024,19,United States Grand Prix,Williams,ALB,COL,ALB-COL,34.92,3.0
2024,2022-2024,19,United States Grand Prix,Williams,ALB,COL,ALB-COL,24.373,33.0
2024,2022-2024,19,United States Grand Prix,Williams,COL,ALB,ALB-COL,24.024,39.0
2024,2022-2024,20,Mexico City Grand Prix,Alpine,GAS,OCO,GAS-OCO,23.278,28.0
2024,2022-2024,20,Mexico City Grand Prix,Alpine,OCO,GAS,GAS-OCO,23.223,48.0
2024,2022-2024,20,Mexico City Grand Prix,Aston Martin,STR,ALO,ALO-STR,22.556,26.0
2024,2022-2024,20,Mexico City Grand Prix,Ferrari,LEC,SAI,LEC-SAI,22.818,31.0
2024,2022-2024,20,Mexico City Grand Prix,Ferrari,LEC,SAI,LEC-SAI,22.826999999999998,69.0
2024,2022-2024,20,Mexico City Grand Prix,Ferrari,SAI,LEC,LEC-SAI,22.249,32.0
2024,2022-2024,20,Mexico City Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,23.15,29.0
2024,2022-2024,20,Mexico City Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,23.478,30.0
2024,2022-2024,20,Mexico City Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,22.596,49.0
2024,2022-2024,20,Mexico City Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,22.933,43.0
2024,2022-2024,20,Mexico City Grand Prix,McLaren,NOR,PIA,NOR-PIA,22.088,30.0
2024,2022-2024,20,Mexico City Grand Prix,McLaren,PIA,NOR,NOR-PIA,21.789,39.0
2024,2022-2024,20,Mexico City Grand Prix,Mercedes,HAM,RUS,HAM-RUS,22.492,28.0
2024,2022-2024,20,Mexico City Grand Prix,Mercedes,RUS,HAM,HAM-RUS,22.606,31.0
2024,2022-2024,20,Mexico City Grand Prix,Red Bull Racing,PER,VER,PER-VER,27.648,20.0
2024,2022-2024,20,Mexico City Grand Prix,Red Bull Racing,PER,VER,PER-VER,22.107,43.0
2024,2022-2024,20,Mexico City Grand Prix,Red Bull Racing,PER,VER,PER-VER,21.908,68.0
2024,2022-2024,20,Mexico City Grand Prix,Red Bull Racing,VER,PER,PER-VER,43.744,26.0
2024,2022-2024,21,São Paulo Grand Prix,Ferrari,LEC,SAI,LEC-SAI,24.6,24.0
2024,2022-2024,21,São Paulo Grand Prix,Ferrari,SAI,LEC,LEC-SAI,26.088,27.0
2024,2022-2024,21,São Paulo Grand Prix,Haas F1 Team,BEA,HUL,BEA-HUL,35.907,27.0
2024,2022-2024,21,São Paulo Grand Prix,Haas F1 Team,HUL,BEA,BEA-HUL,25.515,25.0
2024,2022-2024,21,São Paulo Grand Prix,Haas F1 Team,HUL,BEA,BEA-HUL,59.099,27.0
2024,2022-2024,21,São Paulo Grand Prix,Haas F1 Team,HUL,BEA,BEA-HUL,28.73,29.0
2024,2022-2024,21,São Paulo Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,25.414,27.0
2024,2022-2024,21,São Paulo Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,27.163,28.0
2024,2022-2024,21,São Paulo Grand Prix,McLaren,NOR,PIA,NOR-PIA,24.816,28.0
2024,2022-2024,21,São Paulo Grand Prix,McLaren,PIA,NOR,NOR-PIA,25.976,27.0
2024,2022-2024,21,São Paulo Grand Prix,Mercedes,HAM,RUS,HAM-RUS,25.254,27.0
2024,2022-2024,21,São Paulo Grand Prix,Mercedes,RUS,HAM,HAM-RUS,25.57,28.0
2024,2022-2024,21,São Paulo Grand Prix,RB,LAW,TSU,LAW-TSU,28.24,28.0
2024,2022-2024,21,São Paulo Grand Prix,RB,TSU,LAW,LAW-TSU,25.653,28.0
2024,2022-2024,21,São Paulo Grand Prix,Red Bull Racing,PER,VER,PER-VER,26.596,27.0
2024,2022-2024,22,Las Vegas Grand Prix,Alpine,GAS,OCO,GAS-OCO,22.457,10.0
2024,2022-2024,22,Las Vegas Grand Prix,Alpine,OCO,GAS,GAS-OCO,15.747,11.0
2024,2022-2024,22,Las Vegas Grand Prix,Alpine,OCO,GAS,GAS-OCO,21.074,12.0
2024,2022-2024,22,Las Vegas Grand Prix,Alpine,OCO,GAS,GAS-OCO,21.922,45.0
2024,2022-2024,22,Las Vegas Grand Prix,Aston Martin,ALO,STR,ALO-STR,21.321,4.0
2024,2022-2024,22,Las Vegas Grand Prix,Aston Martin,ALO,STR,ALO-STR,21.504,24.0
2024,2022-2024,22,Las Vegas Grand Prix,Aston Martin,STR,ALO,ALO-STR,34.785,9.0
2024,2022-2024,22,Las Vegas Grand Prix,Aston Martin,STR,ALO,ALO-STR,21.609,28.0
2024,2022-2024,22,Las Vegas Grand Prix,Ferrari,LEC,SAI,LEC-SAI,21.274,9.0
2024,2022-2024,22,Las Vegas Grand Prix,Ferrari,LEC,SAI,LEC-SAI,21.612,31.0
2024,2022-2024,22,Las Vegas Grand Prix,Ferrari,SAI,LEC,LEC-SAI,21.116,10.0
2024,2022-2024,22,Las Vegas Grand Prix,Ferrari,SAI,LEC,LEC-SAI,20.841,28.0
2024,2022-2024,22,Las Vegas Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,21.555,14.0
2024,2022-2024,22,Las Vegas Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,21.623,33.0
2024,2022-2024,22,Las Vegas Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,21.967,17.0
2024,2022-2024,22,Las Vegas Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,21.328,17.0
2024,2022-2024,22,Las Vegas Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,22.789,35.0
2024,2022-2024,22,Las Vegas Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,22.978,11.0
2024,2022-2024,22,Las Vegas Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,21.7,34.0
2024,2022-2024,22,Las Vegas Grand Prix,McLaren,NOR,PIA,NOR-PIA,21.088,9.0
2024,2022-2024,22,Las Vegas Grand Prix,McLaren,NOR,PIA,NOR-PIA,20.662,30.0
2024,2022-2024,22,Las Vegas Grand Prix,McLaren,NOR,PIA,NOR-PIA,21.213,48.0
2024,2022-2024,22,Las Vegas Grand Prix,McLaren,PIA,NOR,NOR-PIA,27.791,10.0
2024,2022-2024,22,Las Vegas Grand Prix,McLaren,PIA,NOR,NOR-PIA,21.184,25.0
2024,2022-2024,22,Las Vegas Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.031,13.0
2024,2022-2024,22,Las Vegas Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.411,27.0
2024,2022-2024,22,Las Vegas Grand Prix,Mercedes,RUS,HAM,HAM-RUS,20.979,12.0
2024,2022-2024,22,Las Vegas Grand Prix,Mercedes,RUS,HAM,HAM-RUS,21.007,32.0
2024,2022-2024,22,Las Vegas Grand Prix,RB,LAW,TSU,LAW-TSU,21.241,11.0
2024,2022-2024,22,Las Vegas Grand Prix,RB,LAW,TSU,LAW-TSU,20.625,38.0
2024,2022-2024,22,Las Vegas Grand Prix,RB,TSU,LAW,LAW-TSU,21.289,10.0
2024,2022-2024,22,Las Vegas Grand Prix,RB,TSU,LAW,LAW-TSU,21.208,29.0
2024,2022-2024,22,Las Vegas Grand Prix,Red Bull Racing,PER,VER,PER-VER,21.42,17.0
2024,2022-2024,22,Las Vegas Grand Prix,Red Bull Racing,PER,VER,PER-VER,21.209,32.0
2024,2022-2024,22,Las Vegas Grand Prix,Red Bull Racing,VER,PER,PER-VER,20.77,11.0
2024,2022-2024,22,Las Vegas Grand Prix,Red Bull Racing,VER,PER,PER-VER,22.289,27.0
2024,2022-2024,22,Las Vegas Grand Prix,Williams,ALB,COL,ALB-COL,22.092,9.0
2024,2022-2024,22,Las Vegas Grand Prix,Williams,COL,ALB,ALB-COL,21.141,16.0
2024,2022-2024,22,Las Vegas Grand Prix,Williams,COL,ALB,ALB-COL,21.247,26.0
2024,2022-2024,23,Qatar Grand Prix,Aston Martin,ALO,STR,ALO-STR,28.754,35.0
2024,2022-2024,23,Qatar Grand Prix,Aston Martin,ALO,STR,ALO-STR,28.539,36.0
2024,2022-2024,23,Qatar Grand Prix,Aston Martin,ALO,STR,ALO-STR,32.661,37.0
2024,2022-2024,23,Qatar Grand Prix,Aston Martin,STR,ALO,ALO-STR,29.876,1.0
2024,2022-2024,23,Qatar Grand Prix,Aston Martin,STR,ALO,ALO-STR,42.02,7.0
2024,2022-2024,23,Qatar Grand Prix,Ferrari,LEC,SAI,LEC-SAI,28.431,35.0
2024,2022-2024,23,Qatar Grand Prix,Ferrari,LEC,SAI,LEC-SAI,25.662,36.0
2024,2022-2024,23,Qatar Grand Prix,Ferrari,LEC,SAI,LEC-SAI,29.286,37.0
2024,2022-2024,23,Qatar Grand Prix,Ferrari,SAI,LEC,LEC-SAI,36.129,34.0
2024,2022-2024,23,Qatar Grand Prix,Ferrari,SAI,LEC,LEC-SAI,22.658,36.0
2024,2022-2024,23,Qatar Grand Prix,Ferrari,SAI,LEC,LEC-SAI,34.312,37.0
2024,2022-2024,23,Qatar Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,32.992,1.0
2024,2022-2024,23,Qatar Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,28.342,31.0
2024,2022-2024,23,Qatar Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,23.755,36.0
2024,2022-2024,23,Qatar Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,37.717,37.0
2024,2022-2024,23,Qatar Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,28.596,27.0
2024,2022-2024,23,Qatar Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,22.808,36.0
2024,2022-2024,23,Qatar Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,33.348,37.0
2024,2022-2024,23,Qatar Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,28.96,24.0
2024,2022-2024,23,Qatar Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,28.913,35.0
2024,2022-2024,23,Qatar Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,28.179,36.0
2024,2022-2024,23,Qatar Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,29.774,35.0
2024,2022-2024,23,Qatar Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,23.277,36.0
2024,2022-2024,23,Qatar Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,34.82,37.0
2024,2022-2024,23,Qatar Grand Prix,McLaren,NOR,PIA,NOR-PIA,28.067,35.0
2024,2022-2024,23,Qatar Grand Prix,McLaren,NOR,PIA,NOR-PIA,25.581,36.0
2024,2022-2024,23,Qatar Grand Prix,McLaren,NOR,PIA,NOR-PIA,28.854,37.0
2024,2022-2024,23,Qatar Grand Prix,McLaren,NOR,PIA,NOR-PIA,36.023,45.0
2024,2022-2024,23,Qatar Grand Prix,McLaren,PIA,NOR,NOR-PIA,27.673000000000002,34.0
2024,2022-2024,23,Qatar Grand Prix,McLaren,PIA,NOR,NOR-PIA,22.887,36.0
2024,2022-2024,23,Qatar Grand Prix,McLaren,PIA,NOR,NOR-PIA,29.222,37.0
2024,2022-2024,23,Qatar Grand Prix,Mercedes,HAM,RUS,HAM-RUS,37.996,34.0
2024,2022-2024,23,Qatar Grand Prix,Mercedes,HAM,RUS,HAM-RUS,23.629,35.0
2024,2022-2024,23,Qatar Grand Prix,Mercedes,HAM,RUS,HAM-RUS,26.863,36.0
2024,2022-2024,23,Qatar Grand Prix,Mercedes,HAM,RUS,HAM-RUS,22.735,47.0
2024,2022-2024,23,Qatar Grand Prix,Mercedes,RUS,HAM,HAM-RUS,32.301,23.0
2024,2022-2024,23,Qatar Grand Prix,Mercedes,RUS,HAM,HAM-RUS,27.797,35.0
2024,2022-2024,23,Qatar Grand Prix,Mercedes,RUS,HAM,HAM-RUS,22.725,36.0
2024,2022-2024,23,Qatar Grand Prix,Mercedes,RUS,HAM,HAM-RUS,34.082,37.0
2024,2022-2024,23,Qatar Grand Prix,RB,LAW,TSU,LAW-TSU,45.045,35.0
2024,2022-2024,23,Qatar Grand Prix,RB,LAW,TSU,LAW-TSU,22.765,36.0
2024,2022-2024,23,Qatar Grand Prix,RB,LAW,TSU,LAW-TSU,26.797,37.0
2024,2022-2024,23,Qatar Grand Prix,RB,LAW,TSU,LAW-TSU,34.713,40.0
2024,2022-2024,23,Qatar Grand Prix,RB,TSU,LAW,LAW-TSU,28.906,35.0
2024,2022-2024,23,Qatar Grand Prix,RB,TSU,LAW,LAW-TSU,22.821,36.0
2024,2022-2024,23,Qatar Grand Prix,RB,TSU,LAW,LAW-TSU,35.897,37.0
2024,2022-2024,23,Qatar Grand Prix,RB,TSU,LAW,LAW-TSU,29.188,40.0
2024,2022-2024,23,Qatar Grand Prix,Red Bull Racing,PER,VER,PER-VER,28.035,35.0
2024,2022-2024,23,Qatar Grand Prix,Red Bull Racing,PER,VER,PER-VER,22.806,36.0
2024,2022-2024,23,Qatar Grand Prix,Red Bull Racing,PER,VER,PER-VER,29.447,37.0
2024,2022-2024,23,Qatar Grand Prix,Red Bull Racing,VER,PER,PER-VER,28.317,35.0
2024,2022-2024,23,Qatar Grand Prix,Red Bull Racing,VER,PER,PER-VER,23.946,36.0
2024,2022-2024,23,Qatar Grand Prix,Red Bull Racing,VER,PER,PER-VER,22.853,37.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Alpine,DOO,GAS,DOO-GAS,22.066,22.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Alpine,GAS,DOO,DOO-GAS,21.987,14.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Aston Martin,ALO,STR,ALO-STR,23.747,13.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Aston Martin,ALO,STR,ALO-STR,22.35,37.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Aston Martin,STR,ALO,ALO-STR,23.265,11.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Aston Martin,STR,ALO,ALO-STR,22.01,32.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Ferrari,LEC,SAI,LEC-SAI,21.933,20.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Ferrari,SAI,LEC,LEC-SAI,21.393,25.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,21.575,13.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,26.412,12.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,21.64,29.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,22.732,30.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,22.032,55.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,41.098,6.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,22.978,12.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,28.854,39.0
2024,2022-2024,24,Abu Dhabi Grand Prix,McLaren,NOR,PIA,NOR-PIA,21.406,26.0
2024,2022-2024,24,Abu Dhabi Grand Prix,McLaren,PIA,NOR,NOR-PIA,23.581,4.0
2024,2022-2024,24,Abu Dhabi Grand Prix,McLaren,PIA,NOR,NOR-PIA,32.798,32.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.693,34.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Mercedes,RUS,HAM,HAM-RUS,21.389,26.0
2024,2022-2024,24,Abu Dhabi Grand Prix,RB,LAW,TSU,LAW-TSU,23.456,23.0
2024,2022-2024,24,Abu Dhabi Grand Prix,RB,LAW,TSU,LAW-TSU,22.486,24.0
2024,2022-2024,24,Abu Dhabi Grand Prix,RB,LAW,TSU,LAW-TSU,32.26,29.0
2024,2022-2024,24,Abu Dhabi Grand Prix,RB,TSU,LAW,LAW-TSU,21.809,22.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Williams,ALB,COL,ALB-COL,22.054,12.0
2024,2022-2024,24,Abu Dhabi Grand Prix,Williams,COL,ALB,ALB-COL,24.951999999999998,3.0
